OFF_FR,CIQUAL_FR,CIQUAL_INDEX_FR,OFF_EN,CIQUAL_EN,OFF_ID,CIQUAL_ID
Oeufs de cabillaud fumés,"Oeufs de cabillaud, fumés, semi-conserve","Oeufs de cabillaud, fumés",,"Cod roe, smoked, semi-preserved",fr:oeufs-de-cabillaud-fumes,26056
Œufs de cabillaud fumés et salés,"Oeufs de cabillaud, fumés, semi-conserve","Oeufs de cabillaud, fumés",,"Cod roe, smoked, semi-preserved",fr:oeufs-de-cabillaud-fumes-et-sales,26056
Oeufs de cabillaud salés et fumés,"Oeufs de cabillaud, fumés, semi-conserve","Oeufs de cabillaud, fumés",,"Cod roe, smoked, semi-preserved",fr:oeufs-de-cabillaud-sales-et-fumes,26056
Œufs de lompe,"Oeufs de lompe, semi-conserve",Oeufs de lompe,,"Lump roe, semi-preserved",fr:oeufs-de-lompe,26004
Oeufs de lompe noirs,"Oeufs de lompe, semi-conserve",Oeufs de lompe,,"Lump roe, semi-preserved",fr:oeufs-de-lompe-noirs,26004
Oeufs de lompe rouges,"Oeufs de lompe, semi-conserve",Oeufs de lompe,,"Lump roe, semi-preserved",fr:oeufs-de-lompe-rouges,26004
Oignon et ail en poudre,"Ail séché, poudre",Ail,,"Garlic, powder, dried",fr:oignon-et-ail-en-poudre,11023
Olives farcies,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)",,"Olive, green, stuffed (anchovy, sweet peppers, etc…)",fr:olives-farcies,13147
Pain au chocolat,"Pain au chocolat feuilleté, artisanal",Pain au chocolat,,"Chocolate croissant, puff pastry, from bakery",fr:pain-au-chocolat,7730
Pain au chocolat,"Pain au chocolat, préemballé",Pain au chocolat,,"Chocolate croissant, prepacked",fr:pain-au-chocolat,7733
Pain de mie au blé malté,"Pain de mie, au son",Pain de mie au son,,"Sandwich loaf, bran grain",fr:pain-de-mie-au-ble-malte,7112
Pain de mie au son de blé,"Pain de mie, au son",Pain de mie au son,,"Sandwich loaf, bran grain",fr:pain-de-mie-au-son-de-ble,7112
Pain de mie aux céréales,"Pain de mie, multicéréale","Pain de mie, multicéréale",,"Sandwich loaf, multigrain",fr:pain-de-mie-aux-cereales,7113
Pain de mie complet,"Pain de mie, complet","Pain de mie, complet",,"Sandwich loaf, wholemeal",fr:pain-de-mie-complet,7111
Pain spécial cuit,Pain (aliment moyen),Pain,,Bread (average),fr:pain-special-cuit,7000
Pain spécial de campagne,Pain (aliment moyen),Pain,,Bread (average),fr:pain-special-de-campagne,7000
Pain spécial de campagne,Pain de campagne maison (avec farine pour machine à pain),Pain de campagne maison (avec farine pour machine à pain),,"Country-style bread, home-made (with flour for bread making machine)",fr:pain-special-de-campagne,7261
Pain spécial de campagne,"Pain, baguette ou boule, de campagne",Pain campagne,,"Country-style bread, French bread (baguette or ball)",fr:pain-special-de-campagne,7100
Palette de porc,"Porc, palette, découennée, dégraisssée, désossée, crue",Palette de porc,,"Pork, shoulder upper half, without rind, fat and bone, raw",fr:palette-de-porc,28477
Paprika doux,Paprika,Paprika,,Paprika,fr:paprika-doux,11049
Pâte crue,"Pâte à pizza fine, crue","Pâte à pizza fine, crue",,"Thin-crust pizza shell, raw",fr:pate-crue,23402
Pâte crue,"Pâte sablée, crue","Pâte sablée, crue",,"Shortbread dough, raw",fr:pate-crue,23440
Pâte crue,"Pâte brisée, crue","Pâte brisée, crue",,"Short crust pastry, raw",fr:pate-crue,23410
Pâte crue,"Pâte brisée, pur beurre, crue","Pâte brisée, pur beurre, crue",,"Short crust pastry, pure butter, raw",fr:pate-crue,23414
Pâte crue,"Pâte feuilletée, matière grasse végétale, crue","Pâte feuilletée, matière grasse végétale, crue",,"Puff pastry, raw",fr:pate-crue,23420
Pâte crue,"Pâte feuilletée pur beurre, crue","Pâte feuilletée pur beurre, crue",,"Puff pastry, pure butter, raw",fr:pate-crue,23424
Pâte crue,"Pâte sablée pur beurre, crue","Pâte sablée pur beurre, crue",,"Shortbread dough, pure butter, raw",fr:pate-crue,23444
Pâte crue,Pâte à pizza crue,Pâte à pizza crue,,"Pizza base, raw",fr:pate-crue,37001
Pâte d'amande,"Pâte d'amande, préemballée","Pâte d'amande, préemballée",,"Almond paste or marzipan, prepacked",fr:pate-d-amande,15201
Pâte feuilletée,"Pâte feuilletée pur beurre, crue","Pâte feuilletée pur beurre, crue",,"Puff pastry, pure butter, raw",fr:pate-feuilletee,23424
Pâte feuilletée,"Pâte feuilletée, matière grasse végétale, crue","Pâte feuilletée, matière grasse végétale, crue",,"Puff pastry, raw",fr:pate-feuilletee,23420
Pâtes fraîches aux oeufs,"Pâtes fraîches, aux œufs, crues","Pâtes fraîches, aux œufs, crues",,"Fresh egg pasta, raw",fr:pates-fraiches-aux-oeufs,9815
Pépites de chocolat au lait,"Chocolat au lait, tablette",Chocolat au lait,,Milk chocolate bar,fr:pepites-de-chocolat-au-lait,31004
Petits pois doux,"Petits pois, crus","Petits pois, crus",,"Garden peas, raw",fr:petits-pois-doux,20072
Petits pois doux extra fins,"Petits pois, crus","Petits pois, crus",,"Garden peas, raw",fr:petits-pois-doux-extra-fins,20072
Petits pois extra fins,"Petits pois, crus","Petits pois, crus",,"Garden peas, raw",fr:petits-pois-extra-fins,20072
Petits pois fins,"Petits pois, crus","Petits pois, crus",,"Garden peas, raw",fr:petits-pois-fins,20072
Petits pois très fins,"Petits pois, crus","Petits pois, crus",,"Garden peas, raw",fr:petits-pois-tres-fins,20072
Pièces de tête de porc,"Porc, viande, cuite (aliment moyen)",Porc,,"Pork, meat, cooked (average)",fr:pieces-de-tete-de-porc,28205
Plantes aromatiques et épices dont herbes aromatiques,Herbes aromatiques fraîches (aliment moyen),Herbes aromatiques,,"Herbs, fresh (average)",fr:plantes-aromatiques-et-epices-dont-herbes-aromatiques,11080
Poire Williams demi-fruits,"Poire, pulpe et peau, crue",Poire,,"Pear, pulp and peel, raw",fr:poire-williams-demi-fruits,13037
Poire Williams demi-fruits,"Poire, pulpe, crue",Poire,,"Pear, peeled, raw",fr:poire-williams-demi-fruits,13107
Pois chiches cuits,"Pois chiche, cuit",Pois chiche,,"Chick pea, cooked",en:cooked-chickpeas,20507
Pois chiches précuits,"Pois chiche, cuit",Pois chiche,,"Chick pea, cooked",fr:pois-chiches-precuits,20507
Poisson blanc,"Poisson blanc, de mer, cuit (aliment moyen)",Poisson blanc,,"Marine fish, white, without skin, cooked",fr:poisson-blanc,26250
Poisson blanc,"Poisson blanc, cuit (aliment moyen)",Poisson blanc,,"Fish, white, without skin, cooked",fr:poisson-blanc,26249
Poisson,"Poisson blanc, cuit (aliment moyen)",Poisson blanc,Fish,"Fish, white, without skin, cooked",en:fish,26249
Poitrine de porc fumée,"Poitrine de porc, fumée, crue","Poitrine de porc, fumée, crue",,"Pork belly, smoked, raw",fr:poitrine-de-porc-fumee,28502
Poivre gris,"Poivre noir, poudre",Poivre noir,,"Black pepper, powder",en:grey-pepper,11015
Poivre rose,"Poivre noir, poudre",Poivre noir,,"Black pepper, powder",en:pink-pepper,11015
Pommes de terre précuites,"Pomme de terre, sautée/poêlée",Pomme de terre sautée,,"Potato, sautéed/pan-fried",en:precooked-potato,4015
Pommes de terre préfrites,"Pomme de terre, sautée/poêlée",Pomme de terre sautée,,"Potato, sautéed/pan-fried",fr:pommes-de-terre-prefrites,4015
Poudres de lait écrémé et entier,"Lait en poudre, entier","Lait en poudre, entier",,"Milk, powder, whole",fr:poudres-de-lait-ecreme-et-entier,19021
Poudres de lait écrémé et entier,"Lait en poudre, demi-écrémé","Lait en poudre, demi-écrémé",,"Milk, powder, semi-skimmed",fr:poudres-de-lait-ecreme-et-entier,19044
Poulet fermier,"Poulet fermier, viande et peau, cru","Poulet fermier, viande et peau, cru",,"Chicken, free-range, meat and skin, raw",fr:poulet-fermier,36008
Poulet rôti,"Poulet, cuisse, viande, rôti/cuit au four","Poulet, cuisse, viande",,"Chicken leg, meat, roasted/baked",fr:poulet-roti,36006
Poulet rôti,"Poulet, poitrine, viande et peau, rôti/cuit au four","Poulet, poitrine, viande et peau",,"Chicken, breast, meat and skin, roasted/baked",fr:poulet-roti,36032
Poulet rôti,"Poulet, viande et peau, rôti/cuit au four",Poulet rôti,,"Chicken, meat and skin, roasted/baked",fr:poulet-roti,36005
Poulet rôti,"Poulet, aile, viande et peau, rôti/cuit au four","Poulet, aile, viande et peau",,"Chicken, wing, meat and skin, roasted/baked",fr:poulet-roti,36033
Poulet rôti traité en salaison,"Poulet, viande et peau, rôti/cuit au four",Poulet rôti,,"Chicken, meat and skin, roasted/baked",fr:poulet-roti-traite-en-salaison,36005
Poulpe cuit,"Poulpe, cuit",Poulpe,,"Octopus, common, cooked",fr:poulpe-cuit,10079
Poulpe en lamelles,"Poulpe, cuit",Poulpe,,"Octopus, common, cooked",fr:poulpe-en-lamelles,10079
Pousses de haricot mungo,"Haricot mungo germé ou pousse de ""soja"", cru",Pousse ou germe de soja,,"Mung bean, sprouted or soy spouts, raw",fr:pousses-de-haricot-mungo,20183
Préparation à base de surimi,"Surimi, bâtonnets, tranche ou râpé saveur crabe",Surimi,,"Surimi, on sticks, in slices or grated, crab flavour",fr:preparation-a-base-de-surimi,26046
Préparation de viande de boeuf cuite,Viande cuite (aliment moyen),Viande,,"Meat, cooked (average)",fr:preparation-de-viande-de-boeuf-cuite,6999
Préparation viande hachée de boeuf,"Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru","Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru",,"Burger, beef based, 15% fat, raw",fr:preparation-viande-hachee-de-boeuf,6260
Produit à base de viande de poulet,"Poulet, viande, crue","Poulet, viande, crue",,"Chicken, meat, raw",fr:produit-a-base-de-viande-de-poulet,36003
Pulpe de homard,"Homard, bouilli/cuit à l'eau",Homard,,"Lobster, boiled/cooked in water",fr:pulpe-de-homard,10009
Pulpe de pomme,"Pomme, pulpe, crue",Pomme,,"Apple, pulp, raw",fr:pulpe-de-pomme,13050
Pulpe de saumon fumé,Saumon fumé,Saumon fumé,,"Salmon, smoked",fr:pulpe-de-saumon-fume,26037
Pur jus d'orange,"Jus d'orange, pur jus",Jus d'orange,,"Orange juice, pure juice",fr:pur-jus-d-orange,2070
Pur jus de citron,"Jus de citron, pur jus",Jus de citron,,"Lemon juice, pure juice",fr:pur-jus-de-citron,2028
Pur jus de grenade,"Jus de grenade, pur jus",Jus de grenade,,"Pomegranate juice, pure juice",fr:pur-jus-de-grenade,2017
Purée de fruits,"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés""","Purée de fruits, type ""compote sans sucres ajoutés""",,"Fruits puree, without sugar added",fr:puree-de-fruits,13153
Purée de kiwi,"Kiwi, pulpe et graines, cru",Kiwi,,"Kiwi fruit, pulp and seeds, raw",fr:puree-de-kiwi,13021
Purée de pomme de terre,"Pomme de terre, purée (aliment moyen)",Purée,,Mashed potatoes (average),en:mashed-potato,4047
Purée de tomate mi-réduite,"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)","Tomate, coulis",,"Tomato coulis, canned (tomato puree semi-reduced 11%)",fr:puree-de-tomate-mi-reduite,20260
Purée de tomates mi-réduite reconstituée,"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)","Tomate, coulis",,"Tomato coulis, canned (tomato puree semi-reduced 11%)",fr:puree-de-tomates-mi-reduite-reconstituee,20260
Purée de tomates vertes,"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)","Tomate, coulis",,"Tomato coulis, canned (tomato puree semi-reduced 11%)",fr:puree-de-tomates-vertes,20260
Quinoa cuit,"Quinoa, bouilli/cuit à l'eau, non salé",Quinoa,,"Quinoa, boiled/cooked in water, unsalted",fr:quinoa-cuit,9341
Raisins noirs,"Raisin noir, cru",Raisin noir,,"Grape, red, raw",en:black-grape,13045
Rascasse,"Rascasse, crue","Rascasse, crue",,"Spiny scorpionfish, raw",fr:rascasse,26063
Reblochon AOP,Reblochon,Reblochon,,"Reblochon cheese, from cow's milk",fr:reblochon-aop,12045
Rhum blanc agricole,Rhum,Rhum,,Rum,fr:rhum-blanc-agricole,1004
Ricotta de brébis,Ricotta,Ricotta,,Ricotta cheese,fr:ricotta-de-brebis,19585
Riz basmati demi-complet issu de l'agriculture biologique,"Riz complet, cru","Riz complet, cru",,"Rice, brown, raw",fr:riz-basmati-demi-complet-issu-de-l-agriculture-biologique,9102
Riz blanc thailandais,"Riz blanc, cru","Riz blanc, cru",,"Rice, raw",fr:riz-blanc-thailandais,9100
Riz complet étuvé,"Riz complet, cru","Riz complet, cru",,"Rice, brown, raw",fr:riz-complet-etuve,9102
Riz complet germé,"Riz complet, cru","Riz complet, cru",,"Rice, brown, raw",en:germinated-brown-rice,9102
Riz de Camargue long blanc biologique,"Riz blanc, cru","Riz blanc, cru",,"Rice, raw",fr:riz-de-camargue-long-blanc-biologique,9100
Riz long semi complet,"Riz complet, cru","Riz complet, cru",,"Rice, brown, raw",fr:riz-long-semi-complet,9102
Riz long semi complet issu de l'agriculture-biologique:,"Riz complet, cru","Riz complet, cru",,"Rice, brown, raw",fr:riz-long-semi-complet-issu-de-l-agriculture-biologique,9102
Riz rond blanc,"Riz blanc, cru","Riz blanc, cru",,"Rice, raw",fr:riz-rond-blanc,9100
Riz rond blanc bio,"Riz blanc, cru","Riz blanc, cru",,"Rice, raw",fr:riz-rond-blanc-bio,9100
Riz rond complet,"Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru","Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru",,"Rice, mix of species (white, wholegrain, wild, red,etc.), raw",fr:riz-rond-complet,9102
Riz rond demi-complet,"Riz complet, cru","Riz complet, cru",,"Rice, brown, raw",fr:riz-rond-demi-complet,9102
Riz rouge complet thaï au jasmin,"Riz rouge, cru","Riz rouge, cru",,"Rice, red, raw",fr:riz-rouge-complet-thai-au-jasmin,9109
Riz rouge germé,"Riz rouge, cru","Riz rouge, cru",,"Rice, red, raw",en:germinated-red-rice,9109
Riz rouge long complet,"Riz rouge, cru","Riz rouge, cru",,"Rice, red, raw",fr:riz-rouge-long-complet,9109
Riz sauvage cuit,"Riz sauvage, cuit, non salé",Riz sauvage,,"Wild rice, cooked, unsalted",fr:riz-sauvage-cuit,9111
Riz semi-complet,"Riz complet, cru","Riz complet, cru",,"Rice, brown, raw",fr:riz-semi-complet,9102
Riz Thaï complet étuvé,"Riz complet, cru","Riz complet, cru",,"Rice, brown, raw",fr:riz-thai-complet-etuve,9102
Riz thaï Hom Mali demi complet étuvé,"Riz complet, cru","Riz complet, cru",,"Rice, brown, raw",fr:riz-thai-hom-mali-demi-complet-etuve,9102
Rognons de porc,"Rognon, porc, cru","Rognon, porc, cru",,"Kidney, pork, raw",fr:rognons-de-porc,40404
Safran en poudre,Safran,Safran,,Saffron,fr:safran-en-poudre,11039
Salade mélangée verte et rouge,"Salade verte, crue, sans assaisonnement",Salade verte,,"Green salad, raw, without seasoning",fr:salade-melangee-verte-et-rouge,25604
Sariette,"Sarriette, séchée",Sarriette,,"Savory, dried",en:summer-savory,11062
Sauce hamburger,"Sauce burger, préemballée",Sauce burger,,"Burger sauce, prepacked",fr:sauce-hamburger,11196
Sauce tomate cuite,"Sauce tomate aux olives, préemballée",Sauce tomate aux olives,,"Tomato sauce, w olives, prepacked",fr:sauce-tomate-cuite,11178
Sauce tomate cuite,"Sauce tomate aux champignons, préemballée",Sauce tomate aux champignons,,"Tomato sauce, w mushrooms, prepacked",fr:sauce-tomate-cuite,11177
Sauce tomate cuite,"Sauce tomate aux oignons, préemballée",Sauce tomate aux oignons,,"Tomato sauce, with onions, prepacked",fr:sauce-tomate-cuite,11107
Sauce tomate cuite,"Sauce tomate aux petits légumes, préemballée",Sauce tomate aux petits légumes,,"Tomato sauce, w vegetables, prepacked",fr:sauce-tomate-cuite,11207
Saucisse de porc,"Chair à saucisse, pur porc, crue","Chair à saucisse, pur porc, crue",,"Sausage meat, pure pork, raw",en:pork-sausage,30051
Saucisse de porc,Saucisse (aliment moyen),Saucisse,,Sausage (average),en:pork-sausage,30780
Saucisse de strasbourg,Saucisse de Strasbourg ou Knack,Saucisse de Strasbourg ou Knack,,Strasbourg sausage,fr:saucisse-de-strasbourg,30742
Saucisses de toulouse grillées,"Saucisse de Toulouse, cuite",Saucisse de Toulouse,,"Toulouse sausage, cooked",fr:saucisses-de-toulouse-grillees,30011
Saucisses pur porc fumées,Saucisse (aliment moyen),Saucisse,,Sausage (average),fr:saucisses-pur-porc-fumees,30780
Saucisson de porc,"Saucisson sec pur porc, qualité supérieure","Saucisson sec pur porc, qualité supérieure",,"Dry sausage, pure pork, superior quality",fr:saucisson-de-porc,30302
Saucisson de porc,Saucisson sec,Saucisson sec,,Dry sausage,fr:saucisson-de-porc,30300
Saucisson de porc,Saucisson sec pur porc,Saucisson sec pur porc,,"Dry sausage, pure pork",fr:saucisson-de-porc,30301
Saumon cuit,"Saumon, cuit, sans précision (aliment moyen)",Saumon,,"Salmon, cooked (average)",fr:saumon-cuit,25996
Segments d'ananas,"Ananas, pulpe, cru",Ananas,,"Pineapple, pulp, raw",en:pineapple-segments,13002
Semoule blanche de blé dur,"Semoule de blé dur, crue","Semoule de blé dur, crue",,"Durum wheat semolina, raw",fr:semoule-blanche-de-ble-dur,9610
Semoule blanche de blé dur biologique de sicile,"Semoule de blé dur, crue","Semoule de blé dur, crue",,"Durum wheat semolina, raw",fr:semoule-blanche-de-ble-dur-biologique-de-sicile,9610
Semoule de blé dur blanche biologique,"Semoule de blé dur, crue","Semoule de blé dur, crue",,"Durum wheat semolina, raw",fr:semoule-de-ble-dur-blanche-biologique,9610
Semoule de blé dur précuite,"Couscous (semoule de blé dur roulée précuite à la vapeur), cuite, non salée",Couscous,,"Couscous (durum wheat semolina pre-cooked with steam), cooked, unsalted",fr:semoule-de-ble-dur-precuite,9683
Semoule de blé dur sélectionnée,"Semoule de blé dur, crue","Semoule de blé dur, crue",,"Durum wheat semolina, raw",fr:semoule-de-ble-dur-selectionnee,9610
Semoule de blé tendre,"Semoule de blé dur, crue","Semoule de blé dur, crue",,"Durum wheat semolina, raw",fr:semoule-de-ble-tendre,9610
Semoule de maïs précuite,"Polenta ou semoule de maïs, précuite, sèche","Polenta ou semoule de maïs, précuite, sèche",,"Polenta or Maize/corn semolina, pre-cooked, dried",fr:semoule-de-mais-precuite,9614
Sirop d'agave concentré biologique,Sirop d'agave,Sirop d'agave,,"Syrup, agave",fr:sirop-d-agave-concentre-biologique,31089
Spiruline crue,"Spiruline (Spirulina sp.), séchée ou déshydratée",Spiruline,,"Spirulina, (spirulina sp.), dried",fr:spiruline-crue,11086
Steak haché,"Bœuf, steak haché 20% MG, cru","Bœuf, steak haché 20% MG, cru",,"Beef, minced steak, 20% fat, raw",fr:steak-hache,6256
Steak haché,"Bœuf, steak haché 5% MG, cru","Bœuf, steak haché 5% MG, cru",,"Beef, minced steak, 5% fat, raw",fr:steak-hache,6250
Steak haché,"Bœuf, steak haché 10% MG, cru","Bœuf, steak haché 10% MG, cru",,"Beef, minced steak, 10% fat, raw",fr:steak-hache,6252
Steak haché,"Bœuf, steak haché 15% MG, cru","Bœuf, steak haché 15% MG, cru",,"Beef, minced steak, 15% fat, raw",fr:steak-hache,6254
Steak haché pur boeuf,"Bœuf, steak haché, cuit (aliment moyen)",Steak haché,,"Beef, ground, cooked (average)",fr:steak-hache-pur-boeuf,6259
Sucre blond,Sucre blanc,Sucre,,"Sugar, white",fr:sucre-blond,31016
Sucre blond de canne biologique,Sucre blanc,Sucre,,"Sugar, white",en:blonde-cane-sugar,31016
Sucre candi,Sucre blanc,Sucre,,"Sugar, white",fr:sucre-candi,31016
